text,label
"- - - - - original message - - - - -
from : calger , christopher f .
sent : friday , june 08 , 2001 3 : 31 pm
to : lavorato , john
subject : fw : ena / ees sic codes
john ,
i talked with dave . in addition to his original list we have agreed to the following .
primary metals - ok
refining - ok
grain and meat processing - too broad . baughman should pursue deals but this category includes lots of small retail load . dave will think of solution .
cement - ok
auto - ok on big 3 , not the parts suppliers
aerospace - no - ees has global outsourcing with boeing and lockheed martin ( the two biggest )
paper manufacturing - includes all forest products - ok
glass - no - they have outsourcing with the largest companies already
in general , this seems reasonable , subject to middle - ground on dealing with agricultural processors . fyi baughman is negotiating with archer daniels midland re a 300 mw high load factor grain processing load and luce has several deals with meat and grain processors .
chris
- - - - - original message - - - - -
from : calger , christopher f .
sent : friday , june 08 , 2001 1 : 01 pm
to : lavorato , john
subject : ena / ees sic codes
john ,
i surveyed the group . in general , people are fine but we should ask for a bit more . this should apply to us only as milnthorp has already cut a separate deal with janet .
ees proposed that they own all sic codes except the following :
mining
oil and gas extraction
paper manufacturing
chemical manufacturing
petroleum and coal manufacturing
plastics and rubber products manufacturing
fertilizer industry
rail transportation
in our discussion with dave , we suggested and he agreed that primary metals should be added
in discussions with the different regions :
ena should add :
refining
grain processing - baughman and luce
meat processing - luce
cement manufacturing - luce
auto manufacturing - luce , baughman
aerospace manufacturing - tycholiz , baughman
heavy industrial equipment manufacturing ( caterpillar , john deere ) - baughman
paper manufacturing should include - pulp , board , lumber , etc .
glass manufacturing - luce ( i suspect dave will resist this because of their owens corning deals )
let me know if there is anything else i should do .
chris",ham
"michelle
attached are the daily mojave topock scheduled volumes for september 2000 .
please let me know what other months that you need .
once we determined which day ( s ) are different , i can work with el paso to determine which shipper contracts caused the difference .
richard",ham
"* immediate action required - do not delete *
executive impact & influence program
dear louise kitchen ,
as part of the executive impact and influence program ,
each participant is asked to gather input on the
participant ' s own management styles and practices as
experienced by their immediate manager , each direct
report , and up to eight colleagues / peers .
you have been requested to provide feedback for a
participant attending the next program . your input
( i . e . , a self assessment , if you are a participant in
this program , manager assessment , direct report
assessment , or colleague / peer assessment ) will be
combined with the input of others and used by the
program participant to develop an action plan to
improve his / her management styles and practices . if
you are providing feedback as a manager of the
participant , please note that your feedback will be
identified in the summary report .
it is important that you complete this assessment no
later than close of business on monday , october 22 , 2001 .
to begin the online administration process , you will
need the following internet address and password ( s ) .
note : if you are providing feedback for more than one
person , each password and participant name is
individually listed below .
open your internet browser e . g . , internet explorer or
netscape navigator , and please type or copy the url
address below into your internet browser ( please do not
go through lotus notes ) :
www . fsddatasvc . com / enron
udcmxa ( marcello romano )
if you experience technical problems , please call
dennis ward at fsd data services , 713 - 942 - 8436 . if you
have any questions about this process , you may contact
lerea pharr at enron , 713 - 345 - 8434 , or christi smith at
leadership research institute , 619 - 216 - 0404 .
thank you for your participation .",ham
"hello ,
how are you doing with the entire member of your family ?
i believed that you will be in better position to corporate with me hence you have vast knowledge in the field of international transaction and investment . i have been seeking a trust worthy person who understand investment ethics to enter into joint venture partnership on a lucrative sectors in your country .
my name is mr . luma though not my full name , son of one of the well known rebel leaders in sierra lone ; i will give you my full name later . i am in a hide out now in a country in u . a . e dubai due to recent dead of my father in prison . i have huge sum of money for investment secretly deposited by my late father , the government of sierra lone is searching to recover some of this money which my father made when his rebel troops captured the diamonds mining ? s field in sierra lone .
the money is in millions of u . s . dollars ( us 25 . 5 million ) and i cannot move about freely now for reasons i will explain to you later , i need your help urgently for both safe keeping and investing this money in your country . i got your contact through internet when i was searching for a foreign contact .
and also help me to invest this money in good and profitable sectors in your country because i do not know anybody there and i am young man i do not have experience of investment .
i will be very grateful for your urgent response while hoping to do good investments with you on life time ventures .
my best regards .
mr . kevin .",spam
"still no luck enlarging it ?
our 2 products will work for you !
1 . # 1 supplement available ! - works !
for vprx ciilck here
and
2 . * new * enhancement oil - get hard in 60 seconds ! amazing !
like no other oil you ' ve seen .
for vprx oil ciilck here
the 2 products work great together
for women only : ciilck here
not intreseted
groat peacetime chairwomen demote lobby role chi enzymology blizzard manatee combustion modesty honoree capita reap
phenolic curricula dementia incarcerate coca einsteinium life irritable equipping civic fresnel gooseberry circumspect carrot moustache cock bridgehead coauthor criss certain
fact crewman forgettable blood deposit bolshoi cyclopean celery culvert express proportion ike crude donner bulkhead czerniak id contrite infelicity inflammatory alexandre extracellular prophet aldrin caldera atwood
hollyhock inconclusive appease rationale apple chromate argon borderline cilia destiny conservation fossiliferous dido libido attenuate macroprocessor ego cretan lint hatchet atrophic cutler ben hassle
fully assure enthalpy fl cantaloupe eulogy handicapper congratulate dispute housefly electrolytic northerly gilchrist sinuous bad puddly carolyn sanctimonious e ' er astrophysical exclude cynic davit convert alhambra ostrander
hurray lunary exercise furlough frustrate caliphate adjoin eighteen billings conferrable infer being fujitsu bergman blatant blood jennie
ginmill diploidy paddle prospectus above doorstep bruegel craggy awkward csnet bacterium institute aerobacter
cargoes conferred allotted diurnal patrolman attica djakarta hermosa espionage greenbelt delightful mathias harriman concourse granary curran re peoria alleyway jefferson birthright fasciculate christopher dabble sexy dun flee magruder knightsbridge covariant convalesce cough calf eeoc athens
belittle annulus compliment kingfisher people gross beplaster rosenberg beet contribution aggravate prompt sheave bedlam horntail bibb
cowl becloud adrienne fresno fiancee framework lehman haphazard doctrinaire pear convolute davies capacity aqua nook disney breakoff ecumenist potts description algae mcmillan holdup cairn cervantes detract coral gyrocompass infelicitous bogeymen plural groat aristotelian expiration camouflage directorate regretting hackmatack brood",spam
"good summary of canadian process .
once george , bob and i meet , i will give the group and update .
thansk
bob
- - - - - - - - - - - - - - - - - - - - - - forwarded by bob m hall / na / enron on 04 / 02 / 2001 03 : 47 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : george f smith @ ect 04 / 02 / 2001 02 : 34 pm
to : robert superty / hou / ect @ ect , bob m hall / na / enron @ enron
cc :
subject : canadian outsourcing deals
i met with peggy hedstrom and to some extent with laura scott in calgary regarding how they handle the day to day activity of their producer outsourcing deals .
the producer provides to ec their projected production schedule for the year by month by plant outlet . this information is entered into sitara by ec on a single ticket with no meter information . for the prompt month ec confirms back to the producer their expected production volumes by point by day . this includes any maintenance or scheduled down time that would affect their daily flows . this information is contained within a excel spreadsheet which can be viewed by the producer via a common network drive .
the producer communicates to ec their sales for the month and on a daily basis . ec enters these trades in sitara . the sitara position by producer is balanced to zero daily . the producer does not have access to sitara .
ec acts as agent for the downstream transportation owned by producer . they have no diversion rights on this transport , it is utilised at the direction of the producer . ec nominates producers transport . all transport expense estimates are maintained by ec . ec is invoiced and pays the pipeline .
ec monitors estimated hourly flows from the plant outlets as provided by nova . it is the responsibility of ec to inform the producer of significant variances in their scheduled versus estimated flows . nova requires that shippers be balanced on a daily basis or face penalties if variances are out of tolerance . it is ec ' s responsibility to keep the producer out of penalty situations . the producer , at the direction of ec , either sells or buys on an intraday basis to balance their position on the pipeline . final estimated flows are then downloaded by ec into the excel spreadsheet . this final estimate is than used as the expected volume for the upcoming day . and sitara is updated accordingly .
at months end the spreadsheet information is transferred to an accounting system referred to as solomon . actual volumes as provided by the pipeline are also entered into the system for settlement . i didn ' t have a lot of time to devote to the accounting process , but i doubt ena would take this approach .
ec utilises a single point of contact with each producer from a logistics and origination standpoint . peggy said they did not hire people specifically from the producer / customers but did seek out people with extensive producer experience to assist with these customers . peggy feels that their success is due in a large part to the very strong relationships they have developed with their customers through this point of contact approach .
it is of note that unify is not utilised in managing these customers business . peggy feels that unify is not designed to handle it and response time is too slow for their purposes given the time constraints they are working under on a daily basis .",ham
"good , valid points . i think that i agree that we should not have a tour
strictly for "" control "" purposes . ted , how do you feel about the concept of a
general business tour on an annual basis that would touch on , but not solely
focus on controls ?
from : ted murphy @ ect 02 / 11 / 2000 11 : 57 am
to : rick buy , richard causey / corp / enron @ enron
cc : sally beck / hou / ect @ ect
subject : r - squared world tour
dear r 2 : ? i would like you to consider the following in determining the appropriate ? course of action in your mission to ensure that all our offices have process , ? procedures and policies to adequately support the business activities : ? ? i believe that your going on a series of trips is precisely the wrong ? approach and not only do i think it will be relatively unproductive ( as ? compared to your tremendous productivity at home base ) but i honestly believe ? it will be counterproductive . here ' s why : ? ? 1 ) while you guys are on a plane or in a remote office , you will be less ? in touch and available to make decisions at home ? 2 ) when you are preparing to go and de - compressing from having been , you ? will be distracted , tired and attempting to catch up to all your other ? duties . ? 3 ) there are only two of you and many of them . ? 4 ) please don ' t take this the wrong way , but i question whether you even ? are the best qualified from a skill perspective ( kevin sweeney , vlady ? gorny , john vickers , et al might be the best to dig into the details ) ? 5 ) when you guys are the face , it means the rest of us are not . this ? means that our presence and authority , which will be required on ? an on - going basis in order for this to have lasting effect , will be ? completely undermined . senior people need to know that if a ? sweeney , murphy , hardy , etc walks into their office and finds something ? not right , that it will be communicated up the line with reprecussions . ? if you were to investigate anonomously , i believe that a universal theme is ? that stuff gets pointed out and nothing ever gets changed . it puts those ? in the position of knowing on the defensive and sounding shrill . ? ? my suggestions is that you stay home . sally , aa myself and others should ? develop a template for consistent analysis of the offices and a plan to ? maintain an on - going pressure and results . part of that plan would be a ? requirement to report to you guys the findings and recommendations in a ? concise way with you following up to the heads of those offices about what , ? if anything , needs to change as quickly as possible after the review . ? ? the most important things you can do will be to pave the way for our ? departure , be available to assimilate the findings and be prepared to ? follow - up . everyone already knows that they need to respect your wishes . ? they need to know ( as do we ) that we have your support and you will respect ? and act on our recommendations . ? ? thank you for indulging me . i am afraid that i am correct . ? ted ? ?",ham
"genuine repiica watches
- over 20 brands including rolex omega iwc . . .
more detalls here
r . emove me
",spam
"louise ,
fyi - per the attached , aep is out $ 37 mm in addition to any benefit we would receive by canceling the sublease .
brian
- - - - - original message - - - - -
from : coffey jr . , jim
sent : wed 12 / 19 / 2001 5 : 09 pm
to : redmond , brian ; zisman , stuart ; miller , don ( asset mktg ) ; colwell , wes ; hodges , georgeanne ; denetsosie , troy
cc :
subject : hpl outstanding items
attached is an updated hpl outstanding issues list . note the aep total is now $ 37 . 4 mm .
call me if anyone has any questions or needs anything else .
>
jim coffey , senior director
enron america - texas gas origination
phone : ( 713 ) 853 - 5346
fax : ( 713 ) 646 - 3084
e - mail : j . coffey @ enron . com",ham
"pocket printer a 6
size for pdas
t o d a y
' s s p e c i a l
weighs 0 . 98 kg
only ! ! pocket printer
a 6
the
pocket printer a 6 is a compact and lightweight mobile printer
perfect for the on - the - go business professional . the pocket printer
a 6 uses advanced thermal technology , meaning you never have to
replace messy ribbons or ink tanks . print from your palm , pocket pc ,
laptop or desktop computers with ease . featuring wireless infrared
connectivity for use with infrared enabled devices , the pocket
printer a 6 is ideal for mobile computing . for non - infrared enabled
computers , you can use the included serial cable .
@ $ 48 . 50 only
! !
your one stop
distributorwww . computron - me . com
for latest clearance sale listing contact our
sales department .
only limited quantities available on selected
specials ! ! ! !
if you have any
complaints / suggestions contact
customerservice @ computron - me . com
compaq
hewlett packard
3 com
dell
intel
iomega
epson
aopen
creative
toshiba
apc
cisco
us
robotics
microsoft
canon
intellinet
targus
viewsonic
ibm
sony
- - - - - - - and lots more
! ! !
tel + 971
4 8834464
all prices in u . s . dollars , ex - works ,
fax + 971 4
8834454
jebel ali duty free zone
www . computron - me . com
prices and availability subject to change
usa -
canada u . a . e .
without
notice .
to receive our special offers
in plain text format reply to this mail with the
request
this email
can not be considered spam as long as we include : contact information
remove instructions . this message is intended for dealer and
resellers only . if you have somehow gotten on this list in error , or for
any other reason would like to be removed , please reply with "" remove "" in
the subject line of your message . this message is being sent to you in
compliance with the federal legislation for commercial e - mail
( h . r . 4176 - section 101 paragraph ( e ) ( 1 ) ( a ) and bill s . 1618 title iii
passed by the 105 th u . s . congress .
all logos and
trademarks are the property of their respective
owners
products may not be exactly as shown
above
- -
to unsubscribe from : computron 4 , just follow this link :
click the link , or copy and paste the address into your browser .
please give it atleast 48 hours for unsubscription to be effective .",spam
"men ' s health pills - order securely online .
the good times of today are the sad thoughts of tomorrow .
america guarantees equal opportunity , not equal outcome .
nothing is so admirable in politics as a short memory .
a wise man will make more opportunities than he finds .",spam
"start date : 1 / 20 / 02 ; hourahead hour : 12 ; hourahead schedule download failed . manual intervention required .
log messages :
parsing file - - > > o : \ portland \ westdesk \ california scheduling \ iso final schedules \ 2002012012 . txt
error : dbcaps 97 data : cannot perform this operation on a closed database
! ! ! unknown database .
alias : dbcaps 97 data
! ! ! unknown database .
alias : dbcaps 97 data
! ! ! unknown database .
alias : dbcaps 97 data
error : dbcaps 97 data : cannot perform this operation on a closed database
! ! ! unknown database .
alias : dbcaps 97 data
! ! ! unknown database .
alias : dbcaps 97 data
! ! ! unknown database .
alias : dbcaps 97 data
error : dbcaps 97 data : cannot perform this operation on a closed database
! ! ! unknown database .
alias : dbcaps 97 data
! ! ! unknown database .
alias : dbcaps 97 data
error : dbcaps 97 data : cannot perform this operation on a closed database
error : dbcaps 97 data : cannot perform this operation on a closed database
error : dbcaps 97 data : cannot perform this operation on a closed database
! ! ! unknown database .
alias : dbcaps 97 data
! ! ! unknown database .
alias : dbcaps 97 data
! ! ! unknown database .
alias : dbcaps 97 data
error : dbcaps 97 data : cannot perform this operation on a closed database",ham
"kevin ,
i ' m scheduled to attend the quarterly new - hire orientation all day on 16
march . i had planned to work the morning rush and then go over there . can
we cover the noon and 2 : 00 p . m . tasks ?
sam
kevin g moore @ ect
03 / 10 / 2000 07 : 51 am
to : shirley crenshaw / hou / ect @ ect , mike a roberts / hou / ect @ ect , vince j
kaminski / hou / ect @ ect , william smith / corp / enron @ enron
cc :
subject : 1 / 2 day
goodmorning shirley ,
reminder : i have a doctor ' s appointment
on the 16 th of march .
my appointment is for 11 : 30 am .
i plan to leave around 11 : 00 a . m .
thanks
kevin moore",ham
"sally -
i ' d like to set up a meeting with you regarding commoditylogic ' s credit
exposure tracker .
we are displaying what we call the "" exposure tracker "" on our site , which will
provide two benefits : revenue enhancement by providing incentive to visit
the site every day , and control mechanism to automatically turn off early -
and pre - pay options if a counterparty exposure reaches unfavorable levels .
credit has expressed concern that our numbers will not be completely
accurate . we need your help in evaluating :
1 ) the accuracy of the numbers displayed
2 ) how to improve such accuracy if it is not sufficient , whether in credit or
in the back office
i would like to meet with you , leslie reeves , bill bradford , and my tech team
sometime early next week to validate our feature . please respond with your
availability for monday or tuesday and i will set everything up .
thanks !
doug",ham
"louise ,
as i mentioned yesterday , i would like to have a meeting with all the ena estate troops some time mid to late morning today . prior to that meeting , i believe that it is important for someone to have spoken with ed . also , it would be great if you could be at the meeting ( at least at the beginning ) to , in a sense , toss me the "" hot "" potato . i need to send out an email and wanted to know if you have a preference for the time ?
thanks ,
don",ham
"vince , jeff does plan to attend the off - site in breckenridge . i ' m not sure
exactly what time he ' ll arrive on friday , 4 / 28 , but will send those details
when available . thanks , srs
vince j kaminski @ ect
03 / 27 / 2000 04 : 43 pm
to : jeff skilling / corp / enron @ enron
cc : vince j kaminski / hou / ect @ ect , stinson gibner / hou / ect @ ect , ravi
thuraisingham / enron communications @ enron communications , sherri
sera / corp / enron @ enron , katherine brown / corp / enron @ enron , ken rice / enron
communications @ enron communications , kevin hannon / enron communications @ enron
communications , joe hirko / enron communications @ enron communications , john
griebling / enron communications @ enron communications
subject : off - site : john griebling ' s organization and research group
jeff ,
i would like to invite you to an off - site meeting of john griebling ' s
organization
and the research group .
date : april 27 - april 29
location : breckenridge , colorado
as you know , john griebling is managing the network design and construction
project
currently under way in ebs . the research group is actively involved in this
effort
which requires advanced quantitative skills in the area of stochastic
optimization and
stochastic processes ( for modeling and forecasting internet traffic flows ) .
the objective of this meeting is to develop common language and accomplish
transfer
of skills between the two groups , to facilitate cooperation on this project
in the future .
we are also inviting to this off - site senior management of ebs and plan to
have
on the agenda several presentations about strategic directions of ebs . the
effort
of network design and construction currently under way is unprecedented in
terms
of its scope and complexity and it is important for technical people , who
often have
highly specialized technical skills , to understand the broad picture .
i would appreciate if you could join us for friday afternoon ( april 28 ) and
saturday ( april 29 ) . i understand that you have commitments on thursday and
friday
morning . we have reorganized the tentative agenda of the meeting to devote
friday afternoon to more general topics .
vince",ham
"fortunes are literally being made in this great new
marketplace !
over $ 9 billion in merchandise
was sold on ebay in 2001 by people just like you - right from
their homes !
now you too can learn the secrets of successful selling
on ebay and make a staggering income from the comfort
of your own home . if you are motivated , capable of having
an open mind , and can follow simple directions , then visit
us here . if server busy - alternate .
we are strongly against sending unsolicited
emails to those who do not wish to receive our special mailings . you have
opted in to one or more of our affiliate sites requesting to be notified
of any special offers we may run from time to time . we also have attained
the services of an independent 3 rd party to overlook list management and
removal services . this is not unsolicited email . if you do not wish to
receive further mailings , please go
here to be removed from the list . please accept our apologies if you
have been sent this email in error .
charset = iso - 8859 - 1 "" >
",spam
"this is one of the best memberships you can get . visit here .
wqxtxqft",spam
"domingo hurst ,
sequoia interests
trading symbol sqnc pk
what if a company had a product that would allow oil wells to
produce much more oil ?
what would that stock be worth with todays oil prices close to 50
usd per barrel ?
10 , 20 , 30 , 100 usd ? and now several of the major oil companies are
currently testing the product .
at 0 . 50 we think sqnc is a homerun .
to solve this problem , the oil industry is looking for new
alternatives for increased exploration and production . the clear
solution for increased demand and consumption can already be found
in the ground , with nearly two thirds of oil left in the ground at
us wells , too technically complex or expensive to extract with
traditional technologies . enhanced oil recovery , eor , is an exciting
new frontier in the oil and gas industry which you are going to hear
more of in the coming years . sqncs innovative new product ,
diamondflo , could be at the forefront of this frontier .
sqnc has strong interest from major oil and gas companies for
testing and potential licensing of this product , and is in the final
stages of the research and development of diamondflo . with testing
expected to be completed in the next 60 to 90 days , and planned
patent application shortly thereafter , announcements from sqnc could
cause price gains for this stock over the coming months . what is
more , diamondflos unique chemical properties , make it an ideal
solution for a number of other application in the oil and gas
industry , including remediation and environmental cleanup of oil
fields , refineries , and storage facilities ; an estimated 8 . 1 billion
market . with this revolutionary product in the development pipeline ,
sqnc has also made some aggressive moves into oil and gas production
with its recent acquisition of leases in pecos valley , texas . these
operations will act as a testbed for development and validation of
the diamondflo product and could provide an additional revenue
stream and source of cash flow for sqnc .
with the commercialization of its diamondflo product looming near ,
we feel that it is only a matter of time before wall street
recognizes this stock . what is more , sqnc is positioned within an
industry that has seen tremendous upside growth , and is headed for
even more appreciation as the global oil crisis demands new
production solutions . over the last twelve months , the oil well
services and equipment industry has seen an average price gain of
more than 88 percent , and savvy investors in emerging companies have
witnessed tremendous profits . we believe that sqnc is one of the
most revolutionary new companies on the market . with major
announcements stemming from the completion of r and d on diamondflo ,
do you think sqnc could make a nice move in the coming day ? .
a few reasons to own sqnc .
1 . with its innovative diamondflo product , sqnc is positioned to
help alleviate the impending oil and gas crisis , with producers
struggling to keep up with growing us energy demands , as foreign
exploration and production comes under increasing geopolitical
pressures . increased consumption demands have combined with an
increasingly unstable international production climate to create
some of the highest prices seen at the pump since the 1970 s oil
embargo , and crude oil prices on the spot market have recently
approached the 50 usd mark . as oil companies seek new ways to
maximize domestic oil recovery , the chemical eor approach of sqnc
will be a major factor in increasing production and removing
dependence on foreign oil .
2 . enhanced oil recovery , eor , represents the logical next step in
expanding domestic oil production , and represents a tremendous and
presently underappreciated market potential . over two thirds of oil
in us reservoirs is left unproduced after primary and secondary
production , leaving an incredible and untapped source for us energy
needs . according to the us department of energy , eor has the
potential to recover 35 billion barrels of oil , 50 percent more than
the current us proven reserves of 23 billion barrels , and even
greater than the us estimated undiscovered potential of 30 billion
barrels . with its diamondflo chemical eor solution , sqnc could be
ideally positioned to benefit from a renewed focus on production
from these untapped oil reserves .
3 . sqnc has developed a revolutionary chemical eor product ,
diamondflo which offers tremendous advantages over thermal and gas
eor methods . thermal and gas , primarily co 2 injection to stimulate
production are costly and require a complex infrastructure , while
other chemical eor products have had limited success and are
environmentally damaging . by contrast , diamondflo is expected to
generate recovery of 20 to 40 percent above current methods , is
environmentally safe and meets strict regulatory standards for oil
recovery and remediation , and will be available to producers at a
comparable price point to competitive products . with introduction of
diamondflo to the market following completion of testing and
development , sqnc could revolutionize the oil and gas industry with
this innovative approach to enhanced oil recovery .
4 . in addition to its principal application in eor , sqncs diamondflo
product has additional applications in the 8 . 1 billion oil and gas
remediation market . during the testing process , diamondflo has
demonstrated exceptional remediation properties , with static
remediation tests determining that it removed more than 80 percent
of hydrocarbons from soil with no significant hydrocarbon emulsion ,
mixing of oil and water . this discovery paves the way for eventual
application in environmental cleanup of oil facilities or spills ,
and opens up a tremendous new market for sqnc . since 1992 , the
american petroleum industry estimates that over 90 billion has been
spent by the oil and gas industry to protect the environment , with
8 . 1 billion spent annually in environmental expenditures .
this publication is an independent publication with the goal of
giving investors the necessary knowledge to make rational and
profitable investment decisions . use of the material within this
newsletter constitutes your acceptance of the terms in this closing
statement . this publication does not provide an analysis of the
companys financial position and is not an solicitation to purchase
or sell securities investing in securities is speculative and
carries risk . it is advisable that any investment should be made
after consulting with your investment expert and after reviewing the
financial statements of the company . the information in this report
is believed to be reliable , but its accuracy cannot be assured . past
performance does not insure similar future results . this is not
purported to be a complete and thorough analysis of the featured
company and reccomends a complete review of the company ' s regulatory
filings at secgov the information herein contains future looking
statements and information within the meaning of section 27 a of the
securities act of 1933 and section 21 e of the securities exchange
act of 1934 , including statements regarding expected continual
growth of the featured company . any statements that express or
involve discussions with respect to predictions , expectations ,
beliefs , plans , projections , objectives , goals , assumptions or
future events or performance are not statements of historical fact
and may be future looking statements . future looking statements are
based on expectations , estimates and projections at the time the
statements are made that involve a number of risks and uncertainties
which could cause actual results or events to differ materially from
those presently anticipated . future looking statements in this
action may be identified through the use of words such as projects ,
foresee , expects , will , anticipates , estimates , believes ,
understands , or that by statements indicating certain actions may ,
could , or might occur . the publisher discloses the receipt of fifty
nine thousand five hundred dollars from a third party , not an
officer , director , or affiliate shareholder of the company for the
preparation of this online report . be aware of an inherent conflict
of interest resulting from such compensation due to the fact that
this is a paid publication . all factual information in this report
was gathered from public sources , including but not limited to
company web sites , sec filings and company press releases . this
information is believed to be reliable but can make no absolute
certainty as to its accuracy or completeness . as with many microcap
stocks , todays company has additional risk factors worth noting .
those factors may include an accumulated deficit since its
inception , a negative net worth , reliance on loans from officers ,
directors and a majority shareholder to pay expenses , nominal cash
and the need to raise capital . the company may have a going concern
opinion from its auditor .
hackberry shawl arlen demarcate biography face slacken hygroscopic crematory pilferage billet muezzin object carborundum io suspense chianti lsi vapid adolphus tiber bluefish butadiene microjoule bookkeep appleton .",spam
"to ceo / executive management / hr manager
we c 2 s ( c 2 s recruitment service co . , ltd . ) are specialized in human resource management and we are working as representative for many corporates who are looking for excusive employee such as
executive management , general manager , ceo , regional manager , country manager
qa manager , production manager , engineering manager , accounting manager
interpreter ( japanese , english ,  ) , lawyer , quality engineer ( iso 9001 , tsl 6949 , qs 9000 )
sales , logistics , maintenance , supervisor
and more . .
if you are currently looking for these highly skill people in very competitive price and period of time manner . please let our professional team do recruit for you . we have sales people who can speak in both japanese and english . if you need any further interaction , please fill free to contact us at sunantha @ c 2 jobs . com or monday - friday from 9 . 00 - 18 . 00 in office hour .
sincerely you ,
sunantha shao - anajin
marketing director
sunantha @ c 2 jobs . com
c 2 s recruitment service co . , ltd .",spam
"hello , we would like to offer localized software versions ( german , french , spanish , uk , and many others ) .
ail listed software is availabie for immediate downioad !
no need to wait 2 - 3 week for cd delivery !
just few examples :
- norton internet security pro 2005 - $ 29 . 95
- windows xp professionai with sp 2 fuli version - $ 59 . 95
- corei draw graphics suite 12 - $ 49 . 95
- dreamweaver mx 2004 ( homesite 5 . 5 inciuding ) - $ 39 . 95
- macromedia studio mx 2004 - $ 119 . 95
just browse our site and find any software you need in your native ianquage !
best reqards ,
nancee
",spam
"free prescription and viagra overnight delivery .
http : / / qxi . dagohevoa 5 d 3 hwd . dmshushhb . com
as he thinks in his heart , so he is .
only those who dare to fail greatly can ever achieve greatly .
he ' s simply got the instinct for being unhappy highly developed .",spam
"i ' ve asked vince to get involved with you about getting li into vince ' s
group . this issue needs to be resolved by week ' s end - - we look like we don ' t
have our act together , and that bothers me . especially since we are about to
make a significant monetary investment at wharton , and we could have a new
wharton recruit disgruntled .
vince , can you set up a meeting with you , me and mark palmer to follow up
with our meeting with skilling ? thanks very much . . .
jeff",ham
"hello !
viagra is the # 1 med to struggle with mens ' erectile dysfunction .
like one jokes sais , it is strong enough for a man , but made for a woman ; - )
orderinq viagra oniine is a very convinient , fast and secure way !
miiiions of people do it daily to save their privacy and money
order here . . .
",spam
"neroamplifico will give you :
larger firmer erections
longer more intense orgasms
results in the same night
an overall improvement in your
sexual health and sexual performance
it ' s ok , it ' s not what i ' m looking for . off here
",spam
"hello ,
we were reviewing your record and noticed that your r at e
was over 6 . we can give you a guarante e d fixe d r a te
of 3 . 3 for up to $ 300 , 000 .
please fill out this page to complete the process :
http : / / www . qeekcy . com /
we look forward to hearing from you .
regards ,
judith luna
support id 91
",spam
"would you believe it ?
nanyoost ' en si
",spam
